locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHECGBEH_02889	CDS	1164	yhcG_1	3.1.-.-	COG4804	Putative nuclease YhcG
AHECGBEH_02889	gene	1164	yhcG_1			
AHECGBEH_02890	CDS	1206				hypothetical protein
AHECGBEH_02890	gene	1206				
AHECGBEH_02891	CDS	369	lecA			PA-I galactophilic lectin
AHECGBEH_02891	gene	369	lecA			
AHECGBEH_02892	CDS	147				hypothetical protein
AHECGBEH_02892	gene	147				
AHECGBEH_02893	CDS	408				hypothetical protein
AHECGBEH_02893	gene	408				
AHECGBEH_02894	CDS	1764				hypothetical protein
AHECGBEH_02894	gene	1764				
AHECGBEH_02895	CDS	210				hypothetical protein
AHECGBEH_02895	gene	210				
AHECGBEH_02896	CDS	1188				hypothetical protein
AHECGBEH_02896	gene	1188				
AHECGBEH_02897	CDS	426				hypothetical protein
AHECGBEH_02897	gene	426				
AHECGBEH_02898	CDS	828				trans-aconitate 2-methyltransferase
AHECGBEH_02898	gene	828				
AHECGBEH_02899	CDS	1488				sulfate transporter
AHECGBEH_02899	gene	1488				
AHECGBEH_02900	CDS	513				hypothetical protein
AHECGBEH_02900	gene	513				
AHECGBEH_02901	CDS	1617				methyl-accepting chemotaxis protein CtpH
AHECGBEH_02901	gene	1617				
AHECGBEH_02902	CDS	288				hypothetical protein
AHECGBEH_02902	gene	288				
AHECGBEH_02903	CDS	231				hypothetical protein
AHECGBEH_02903	gene	231				
AHECGBEH_02904	CDS	543				hypothetical protein
AHECGBEH_02904	gene	543				
AHECGBEH_02905	CDS	147				hypothetical protein
AHECGBEH_02905	gene	147				
AHECGBEH_02906	CDS	693				transporter
AHECGBEH_02906	gene	693				
AHECGBEH_02907	CDS	1695				AMP-binding protein
AHECGBEH_02907	gene	1695				
AHECGBEH_02908	CDS	1086				transcriptional regulator
AHECGBEH_02908	gene	1086				
AHECGBEH_02909	CDS	1668				AMP-binding protein
AHECGBEH_02909	gene	1668				
AHECGBEH_02910	CDS	768				short-chain dehydrogenase
AHECGBEH_02910	gene	768				
AHECGBEH_02911	CDS	1191				acyl-CoA thiolase
AHECGBEH_02911	gene	1191				
AHECGBEH_02912	CDS	1128				acyl-CoA dehydrogenase
AHECGBEH_02912	gene	1128				
AHECGBEH_02913	CDS	933				transcriptional regulator
AHECGBEH_02913	gene	933				
AHECGBEH_02914	CDS	1230				acyl-CoA dehydrogenase
AHECGBEH_02914	gene	1230				
AHECGBEH_02915	CDS	192				hypothetical protein
AHECGBEH_02915	gene	192				
AHECGBEH_02916	CDS	1044	alx		COG0861	Putative membrane-bound redox modulator Alx
AHECGBEH_02916	gene	1044	alx			
AHECGBEH_02917	CDS	1386				hypothetical protein
AHECGBEH_02917	gene	1386				
AHECGBEH_02918	CDS	906				transcriptional regulator
AHECGBEH_02918	gene	906				
AHECGBEH_02919	CDS	426				ring-cleaving dioxygenase
AHECGBEH_02919	gene	426				
AHECGBEH_02920	CDS	813	xthA	3.1.11.2		exonuclease III
AHECGBEH_02920	gene	813	xthA			
AHECGBEH_02921	CDS	633				hypothetical protein
AHECGBEH_02921	gene	633				
AHECGBEH_02922	CDS	1740	tamA		COG0729	Translocation and assembly module subunit TamA
AHECGBEH_02922	gene	1740	tamA			
AHECGBEH_02923	CDS	3666	tamB		COG2911	Translocation and assembly module subunit TamB
AHECGBEH_02923	gene	3666	tamB			
AHECGBEH_02924	CDS	636				CDP-alcohol phosphatidyltransferase
AHECGBEH_02924	gene	636				
AHECGBEH_02925	CDS	1761	ynbC		COG2267	putative protein YnbC
AHECGBEH_02925	gene	1761	ynbC			
AHECGBEH_02926	CDS	1350	ynbD		COG0671	putative protein YnbD
AHECGBEH_02926	gene	1350	ynbD			
AHECGBEH_02927	CDS	453				hypothetical protein
AHECGBEH_02927	gene	453				
AHECGBEH_02928	CDS	630				acyltransferase
AHECGBEH_02928	gene	630				
AHECGBEH_02929	CDS	936				phosphatidate cytidylyltransferase
AHECGBEH_02929	gene	936				
AHECGBEH_02930	CDS	996				oxidoreductase
AHECGBEH_02930	gene	996				
AHECGBEH_02931	CDS	912				transcriptional regulator
AHECGBEH_02931	gene	912				
AHECGBEH_02932	CDS	1350				sodium:alanine symporter
AHECGBEH_02932	gene	1350				
AHECGBEH_02933	CDS	498	tpx			2-Cys peroxiredoxin
AHECGBEH_02933	gene	498	tpx			
AHECGBEH_02934	CDS	1125		2.6.1.9		aminotransferase
AHECGBEH_02934	gene	1125				
AHECGBEH_02935	CDS	1326				hypothetical protein
AHECGBEH_02935	gene	1326				
AHECGBEH_02936	CDS	783	tldD	3.4.-.-	COG0312	Metalloprotease TldD
AHECGBEH_02936	gene	783	tldD			
AHECGBEH_02937	CDS	1281				resistance-nodulation-cell division (RND) efflux membrane fusion protein
AHECGBEH_02937	gene	1281				
AHECGBEH_02938	CDS	3132				resistance-nodulation-cell division (RND) efflux transporter
AHECGBEH_02938	gene	3132				
AHECGBEH_02939	CDS	3111				resistance-nodulation-cell division (RND) efflux transporter
AHECGBEH_02939	gene	3111				
AHECGBEH_02940	CDS	1500	oprM_4			outer membrane protein OprM
AHECGBEH_02940	gene	1500	oprM_4			
AHECGBEH_02941	CDS	255				hypothetical protein
AHECGBEH_02941	gene	255				
AHECGBEH_02942	CDS	1419				two-component sensor
AHECGBEH_02942	gene	1419				
AHECGBEH_02943	CDS	675				two-component response regulator
AHECGBEH_02943	gene	675				
AHECGBEH_02944	CDS	1287	czcC_2			outer membrane protein CzcC
AHECGBEH_02944	gene	1287	czcC_2			
AHECGBEH_02945	CDS	1455	czcB_2			resistance-nodulation-cell division (RND) divalent metal cation efflux membrane fusion protein CzcB
AHECGBEH_02945	gene	1455	czcB_2			
AHECGBEH_02946	CDS	3156	czcA_3			resistance-nodulation-cell division (RND) divalent metal cation efflux transporter CzcA
AHECGBEH_02946	gene	3156	czcA_3			
AHECGBEH_02947	CDS	957	xylS			transcriptional regulator XylS
AHECGBEH_02947	gene	957	xylS			
AHECGBEH_02948	CDS	1368	xylX			toluate 1,2-dioxygenase subunit alpha
AHECGBEH_02948	gene	1368	xylX			
AHECGBEH_02949	CDS	489	xylY			toluate 1,2-dioxygenase subunit beta
AHECGBEH_02949	gene	489	xylY			
AHECGBEH_02950	CDS	1014	xylZ			toluate 1,2-dioxygenase electron transfer subunit
AHECGBEH_02950	gene	1014	xylZ			
AHECGBEH_02951	CDS	762	xylL	1.3.1.25		1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase
AHECGBEH_02951	gene	762	xylL			
AHECGBEH_02952	CDS	1023	antC			anthranilate dioxygenase reductase
AHECGBEH_02952	gene	1023	antC			
AHECGBEH_02953	CDS	492	antB			anthranilate dioxygenase small subunit
AHECGBEH_02953	gene	492	antB			
AHECGBEH_02954	CDS	1395	antA			anthranilate dioxygenase large subunit
AHECGBEH_02954	gene	1395	antA			
AHECGBEH_02955	CDS	1002				transcriptional regulator
AHECGBEH_02955	gene	1002				
AHECGBEH_02956	CDS	873	catR			transcriptional regulator CatR
AHECGBEH_02956	gene	873	catR			
AHECGBEH_02957	CDS	1122	catB			muconate cycloisomerase I
AHECGBEH_02957	gene	1122	catB			
AHECGBEH_02958	CDS	291	catC			muconolactone delta-isomerase
AHECGBEH_02958	gene	291	catC			
AHECGBEH_02959	CDS	933	catA			catechol 1,2-dioxygenase
AHECGBEH_02959	gene	933	catA			
AHECGBEH_02960	CDS	219				hypothetical protein
AHECGBEH_02960	gene	219				
AHECGBEH_02961	CDS	822				IS3 family transposase IS222
AHECGBEH_02961	gene	822				
AHECGBEH_02962	CDS	309				IS3 family transposase IS222
AHECGBEH_02962	gene	309				
AHECGBEH_02963	CDS	1347	opdT_2			tyrosine porin OpdT
AHECGBEH_02963	gene	1347	opdT_2			
AHECGBEH_02964	CDS	618				hypothetical protein
AHECGBEH_02964	gene	618				
AHECGBEH_02965	CDS	1254				hypothetical protein
AHECGBEH_02965	gene	1254				
AHECGBEH_02966	CDS	1341				hypothetical protein
AHECGBEH_02966	gene	1341				
AHECGBEH_02967	CDS	168				hypothetical protein
AHECGBEH_02967	gene	168				
AHECGBEH_02968	CDS	1227				major facilitator superfamily transporter
AHECGBEH_02968	gene	1227				
AHECGBEH_02969	CDS	456				deaminase
AHECGBEH_02969	gene	456				
AHECGBEH_02970	CDS	633				hypothetical protein
AHECGBEH_02970	gene	633				
AHECGBEH_02971	CDS	879				transcriptional regulator
AHECGBEH_02971	gene	879				
AHECGBEH_02972	CDS	516				hypothetical protein
AHECGBEH_02972	gene	516				
AHECGBEH_02973	CDS	1419	oprN_4			multidrug efflux outer membrane protein OprN
AHECGBEH_02973	gene	1419	oprN_4			
AHECGBEH_02974	CDS	3189	mexF			resistance-nodulation-cell division (RND) multidrug efflux transporter MexF
AHECGBEH_02974	gene	3189	mexF			
AHECGBEH_02975	CDS	1245	mexE			resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexE
AHECGBEH_02975	gene	1245	mexE			
AHECGBEH_02976	CDS	915	mexT			transcriptional regulator MexT
AHECGBEH_02976	gene	915	mexT			
AHECGBEH_02977	CDS	1020				oxidoreductase
AHECGBEH_02977	gene	1020				
AHECGBEH_02978	CDS	669	aprF_2			alkaline protease secretion protein AprF
AHECGBEH_02978	gene	669	aprF_2			
AHECGBEH_02979	CDS	375				hypothetical protein
AHECGBEH_02979	gene	375				
AHECGBEH_02980	CDS	816				transcriptional regulator
AHECGBEH_02980	gene	816				
AHECGBEH_02981	CDS	765				transcriptional regulator
AHECGBEH_02981	gene	765				
AHECGBEH_02982	CDS	273				hypothetical protein
AHECGBEH_02982	gene	273				
AHECGBEH_02983	CDS	195				hypothetical protein
AHECGBEH_02983	gene	195				
AHECGBEH_02984	CDS	120				hypothetical protein
AHECGBEH_02984	gene	120				
AHECGBEH_02985	CDS	615	cifR_2			CifR protein
AHECGBEH_02985	gene	615	cifR_2			
AHECGBEH_02986	CDS	1002				hypothetical protein
AHECGBEH_02986	gene	1002				
AHECGBEH_02987	CDS	654				cytochrome C
AHECGBEH_02987	gene	654				
AHECGBEH_02988	CDS	876				cytochrome C
AHECGBEH_02988	gene	876				
AHECGBEH_02989	CDS	1323				two-component sensor
AHECGBEH_02989	gene	1323				
AHECGBEH_02990	CDS	681				two-component response regulator
AHECGBEH_02990	gene	681				
AHECGBEH_02991	CDS	1764				thiol:disulfide interchange protein DsbD
AHECGBEH_02991	gene	1764				
AHECGBEH_02992	CDS	837				thiol:disulfide interchange protein
AHECGBEH_02992	gene	837				
AHECGBEH_02993	CDS	771	dsbG			thiol:disulfide interchange protein DsbG
AHECGBEH_02993	gene	771	dsbG			
AHECGBEH_02994	CDS	1335				cytochrome P450
AHECGBEH_02994	gene	1335				
AHECGBEH_02995	CDS	912				hypothetical protein
AHECGBEH_02995	gene	912				
AHECGBEH_02996	CDS	645				glutathione S-transferase
AHECGBEH_02996	gene	645				
AHECGBEH_02997	CDS	1347				major facilitator superfamily transporter
AHECGBEH_02997	gene	1347				
AHECGBEH_02998	CDS	699	nagK	3.7.1.20		Fumarylpyruvate hydrolase
AHECGBEH_02998	gene	699	nagK			
AHECGBEH_02999	CDS	1062	gtdA			gentisate 1,2-dioxygenase
AHECGBEH_02999	gene	1062	gtdA			
AHECGBEH_03000	CDS	915				transcriptional regulator
AHECGBEH_03000	gene	915				
AHECGBEH_03001	CDS	519	foxI			ECF sigma factor FoxI
AHECGBEH_03001	gene	519	foxI			
AHECGBEH_03002	CDS	999	foxR			anti-sigma factor FoxR
AHECGBEH_03002	gene	999	foxR			
AHECGBEH_03003	CDS	2463	foxA			ferrioxamine receptor FoxA
AHECGBEH_03003	gene	2463	foxA			
AHECGBEH_03004	CDS	1149				hypothetical protein
AHECGBEH_03004	gene	1149				
AHECGBEH_03005	CDS	525				hypothetical protein
AHECGBEH_03005	gene	525				
AHECGBEH_03006	CDS	1698				hypothetical protein
AHECGBEH_03006	gene	1698				
AHECGBEH_03007	CDS	16989				hypothetical protein
AHECGBEH_03007	gene	16989				
AHECGBEH_03008	CDS	981				hypothetical protein
AHECGBEH_03008	gene	981				
AHECGBEH_03009	CDS	399				hypothetical protein
AHECGBEH_03009	gene	399				
AHECGBEH_03010	CDS	1563				hypothetical protein
AHECGBEH_03010	gene	1563				
AHECGBEH_03011	CDS	528				hypothetical protein
AHECGBEH_03011	gene	528				
AHECGBEH_03012	CDS	852				hypothetical protein
AHECGBEH_03012	gene	852				
AHECGBEH_03013	CDS	222				hypothetical protein
AHECGBEH_03013	gene	222				
AHECGBEH_03014	CDS	1581				hypothetical protein
AHECGBEH_03014	gene	1581				
AHECGBEH_03015	CDS	918				hypothetical protein
AHECGBEH_03015	gene	918				
AHECGBEH_03016	CDS	1536				transcriptional regulator
AHECGBEH_03016	gene	1536				
AHECGBEH_03017	CDS	1743	nfdA_2	3.5.1.91		N-substituted formamide deformylase
AHECGBEH_03017	gene	1743	nfdA_2			
AHECGBEH_03018	CDS	924				transcriptional regulator
AHECGBEH_03018	gene	924				
AHECGBEH_03019	CDS	384	gcvH2			glycine cleavage system protein H
AHECGBEH_03019	gene	384	gcvH2			
AHECGBEH_03020	CDS	2880	gcvP2	1.4.4.2		glycine dehydrogenase
AHECGBEH_03020	gene	2880	gcvP2			
AHECGBEH_03021	CDS	1257	glyA2_1	2.1.2.1		serine hydroxymethyltransferase
AHECGBEH_03021	gene	1257	glyA2_1			
AHECGBEH_03022	CDS	1410	sdaA			L-serine dehydratase
AHECGBEH_03022	gene	1410	sdaA			
AHECGBEH_03023	CDS	1122	gcvT2			glycine cleavage system protein T2
AHECGBEH_03023	gene	1122	gcvT2			
AHECGBEH_03024	CDS	705				hypothetical protein
AHECGBEH_03024	gene	705				
AHECGBEH_03025	CDS	963				hypothetical protein
AHECGBEH_03025	gene	963				
AHECGBEH_03026	CDS	2001				hypothetical protein
AHECGBEH_03026	gene	2001				
AHECGBEH_03027	CDS	1020				hypothetical protein
AHECGBEH_03027	gene	1020				
AHECGBEH_03028	CDS	1041				hypothetical protein
AHECGBEH_03028	gene	1041				
AHECGBEH_03029	CDS	435				hypothetical protein
AHECGBEH_03029	gene	435				
AHECGBEH_03030	CDS	1986				cation-transporting P-type ATPase
AHECGBEH_03030	gene	1986				
AHECGBEH_03031	CDS	546				hypothetical protein
AHECGBEH_03031	gene	546				
AHECGBEH_03032	CDS	270				putative protein
AHECGBEH_03032	gene	270				
AHECGBEH_03033	CDS	915	bexR			bistable expression regulator BexR
AHECGBEH_03033	gene	915	bexR			
AHECGBEH_03034	CDS	2175	aaeB_3			p-hydroxybenzoic acid efflux pump subunit AaeB
AHECGBEH_03034	gene	2175	aaeB_3			
AHECGBEH_03035	CDS	210	aaeX_2			Protein AaeX
AHECGBEH_03035	gene	210	aaeX_2			
AHECGBEH_03036	CDS	1005				multidrug resistance protein
AHECGBEH_03036	gene	1005				
AHECGBEH_03037	CDS	246				hypothetical protein
AHECGBEH_03037	gene	246				
AHECGBEH_03038	CDS	915		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
AHECGBEH_03038	gene	915				
AHECGBEH_03039	CDS	468				hypothetical protein
AHECGBEH_03039	gene	468				
AHECGBEH_03040	CDS	564	pvdS			extracytoplasmic-function sigma-70 factor
AHECGBEH_03040	gene	564	pvdS			
AHECGBEH_03041	CDS	765	pvdG			pyoverdine biosynthesis protein PvdG
AHECGBEH_03041	gene	765	pvdG			
AHECGBEH_03042	CDS	13029	pvdL_1			peptide synthase
AHECGBEH_03042	gene	13029	pvdL_1			
AHECGBEH_03043	CDS	513				hypothetical protein
AHECGBEH_03043	gene	513				
AHECGBEH_03044	CDS	315				hypothetical protein
AHECGBEH_03044	gene	315				
AHECGBEH_03045	CDS	921				hypothetical protein
AHECGBEH_03045	gene	921				
AHECGBEH_03046	CDS	1419				porin
AHECGBEH_03046	gene	1419				
AHECGBEH_03047	CDS	681				hydrolase
AHECGBEH_03047	gene	681				
AHECGBEH_03048	CDS	861				quercetin 2,3-dioxygenase
AHECGBEH_03048	gene	861				
AHECGBEH_03049	CDS	939				transcriptional regulator
AHECGBEH_03049	gene	939				
AHECGBEH_03050	CDS	1641	treA	3.2.1.28		trehalase
AHECGBEH_03050	gene	1641	treA			
AHECGBEH_03051	CDS	426				hypothetical protein
AHECGBEH_03051	gene	426				
AHECGBEH_03052	CDS	1320				L-sorbosone dehydrogenase
AHECGBEH_03052	gene	1320				
AHECGBEH_03053	CDS	1410	pvdH_1	2.6.1.76		diaminobutyrate--2-oxoglutarate aminotransferase
AHECGBEH_03053	gene	1410	pvdH_1			
AHECGBEH_03054	CDS	219	mbtH		COG3251	Protein MbtH
AHECGBEH_03054	gene	219	mbtH			
AHECGBEH_03055	CDS	765				thioesterase
AHECGBEH_03055	gene	765				
AHECGBEH_03056	CDS	918				hypothetical protein
AHECGBEH_03056	gene	918				
AHECGBEH_03057	CDS	906				ABC transporter permease
AHECGBEH_03057	gene	906				
AHECGBEH_03058	CDS	756				ABC transporter ATP-binding protein
AHECGBEH_03058	gene	756				
AHECGBEH_03059	CDS	954				adhesion protein
AHECGBEH_03059	gene	954				
AHECGBEH_03060	CDS	561				hypothetical protein
AHECGBEH_03060	gene	561				
AHECGBEH_03061	CDS	330				hypothetical protein
AHECGBEH_03061	gene	330				
AHECGBEH_03062	CDS	540				hypothetical protein
AHECGBEH_03062	gene	540				
AHECGBEH_03063	CDS	1203				hypothetical protein
AHECGBEH_03063	gene	1203				
AHECGBEH_03064	CDS	954	viuB		COG2375	Vibriobactin utilization protein ViuB
AHECGBEH_03064	gene	954	viuB			
AHECGBEH_03065	CDS	11043				peptide synthase
AHECGBEH_03065	gene	11043				
AHECGBEH_03066	CDS	3372	pvdJ			pyoverdine biosynthesis protein PvdJ
AHECGBEH_03066	gene	3372	pvdJ			
AHECGBEH_03067	CDS	13104	dltA	6.1.1.13		D-alanine--poly(phosphoribitol) ligase subunit 1
AHECGBEH_03067	gene	13104	dltA			
AHECGBEH_03068	CDS	2448	fpvB_2			second ferric pyoverdine receptor FpvB
AHECGBEH_03068	gene	2448	fpvB_2			
AHECGBEH_03069	CDS	1653	pvdE			pyoverdine biosynthesis protein PvdE
AHECGBEH_03069	gene	1653	pvdE			
AHECGBEH_03070	CDS	828	pvdF			pyoverdine synthetase F
AHECGBEH_03070	gene	828	pvdF			
AHECGBEH_03071	CDS	855	pvdO			pyoverdine biosynthesis protein PvdO
AHECGBEH_03071	gene	855	pvdO			
AHECGBEH_03072	CDS	1278	pvdN_2			pyoverdine biosynthesis protein PvdN
AHECGBEH_03072	gene	1278	pvdN_2			
AHECGBEH_03073	CDS	1359				dipeptidase
AHECGBEH_03073	gene	1359				
AHECGBEH_03074	CDS	1614	pvdP			pyoverdine biosynthesis protein PvdP
AHECGBEH_03074	gene	1614	pvdP			
AHECGBEH_03075	CDS	1419	oprM_5			outer membrane protein OprM
AHECGBEH_03075	gene	1419	oprM_5			
AHECGBEH_03076	CDS	1992	pvdT			pyoverdine biosynthesis protein PvdT
AHECGBEH_03076	gene	1992	pvdT			
AHECGBEH_03077	CDS	1176	pvdR			pyoverdine biosynthesis protein PvdR
AHECGBEH_03077	gene	1176	pvdR			
AHECGBEH_03078	CDS	996	fpvR			protein FpvR
AHECGBEH_03078	gene	996	fpvR			
AHECGBEH_03079	CDS	480	fpvI			RNA polymerase sigma factor
AHECGBEH_03079	gene	480	fpvI			
AHECGBEH_03080	CDS	1332	pvdA			L-ornithine N5-oxygenase
AHECGBEH_03080	gene	1332	pvdA			
AHECGBEH_03081	CDS	2289	pvdQ			acyl-homoserine lactone acylase PvdQ
AHECGBEH_03081	gene	2289	pvdQ			
AHECGBEH_03082	CDS	324				hypothetical protein
AHECGBEH_03082	gene	324				
AHECGBEH_03083	CDS	921				transcriptional regulator
AHECGBEH_03083	gene	921				
AHECGBEH_03084	CDS	1152	lldA			L-lactate dehydrogenase
AHECGBEH_03084	gene	1152	lldA			
AHECGBEH_03085	CDS	243				hypothetical protein
AHECGBEH_03085	gene	243				
AHECGBEH_03086	CDS	237				hypothetical protein
AHECGBEH_03086	gene	237				
AHECGBEH_03087	CDS	471				oxidoreductase
AHECGBEH_03087	gene	471				
AHECGBEH_03088	CDS	2316				aldehyde dehydrogenase
AHECGBEH_03088	gene	2316				
AHECGBEH_03089	CDS	1206				hypothetical protein
AHECGBEH_03089	gene	1206				
AHECGBEH_03090	CDS	642				transcriptional regulator
AHECGBEH_03090	gene	642				
AHECGBEH_03091	CDS	396				hypothetical protein
AHECGBEH_03091	gene	396				
AHECGBEH_03092	CDS	537				hypothetical protein
AHECGBEH_03092	gene	537				
AHECGBEH_03093	CDS	2004	vgrG1_4			type VI secretion system protein VgrG
AHECGBEH_03093	gene	2004	vgrG1_4			
AHECGBEH_03094	CDS	786				hypothetical protein
AHECGBEH_03094	gene	786				
AHECGBEH_03095	CDS	876				hypothetical protein
AHECGBEH_03095	gene	876				
AHECGBEH_03096	CDS	2550				ClpA/B-type protease
AHECGBEH_03096	gene	2550				
AHECGBEH_03097	CDS	1017				hypothetical protein
AHECGBEH_03097	gene	1017				
AHECGBEH_03098	CDS	1794				hypothetical protein
AHECGBEH_03098	gene	1794				
AHECGBEH_03099	CDS	426				hypothetical protein
AHECGBEH_03099	gene	426				
AHECGBEH_03100	CDS	498	hcp1_2			protein secretion apparatus assembly protein
AHECGBEH_03100	gene	498	hcp1_2			
AHECGBEH_03101	CDS	1485				uricase
AHECGBEH_03101	gene	1485				
AHECGBEH_03102	CDS	546				hypothetical protein
AHECGBEH_03102	gene	546				
AHECGBEH_03103	CDS	477				hypothetical protein
AHECGBEH_03103	gene	477				
AHECGBEH_03104	CDS	1332				hypothetical protein
AHECGBEH_03104	gene	1332				
AHECGBEH_03105	CDS	759				hypothetical protein
AHECGBEH_03105	gene	759				
AHECGBEH_03106	CDS	3816				hypothetical protein
AHECGBEH_03106	gene	3816				
AHECGBEH_03107	CDS	1101				hypothetical protein
AHECGBEH_03107	gene	1101				
AHECGBEH_03108	CDS	1086				transcriptional regulator
AHECGBEH_03108	gene	1086				
AHECGBEH_03109	CDS	267				hypothetical protein
AHECGBEH_03109	gene	267				
AHECGBEH_03110	CDS	561	msuE			FMN reductase MsuE
AHECGBEH_03110	gene	561	msuE			
AHECGBEH_03111	CDS	1146	msuD_4			methanesulfonate monooxygenase
AHECGBEH_03111	gene	1146	msuD_4			
AHECGBEH_03112	CDS	1185				FMNH2-dependent monooxygenase
AHECGBEH_03112	gene	1185				
AHECGBEH_03113	CDS	1131				transcriptional regulator
AHECGBEH_03113	gene	1131				
AHECGBEH_03114	CDS	1155	zapE_1		COG1485	Cell division protein ZapE
AHECGBEH_03114	gene	1155	zapE_1			
AHECGBEH_03115	CDS	1128				glycerophosphoryl diester phosphodiesterase
AHECGBEH_03115	gene	1128				
AHECGBEH_03116	CDS	654				ABC transporter permease
AHECGBEH_03116	gene	654				
AHECGBEH_03117	CDS	1101				methionine ABC transporter ATP-binding protein
AHECGBEH_03117	gene	1101				
AHECGBEH_03118	CDS	795				TonB-dependent receptor
AHECGBEH_03118	gene	795				
AHECGBEH_03119	CDS	1389	dmoA_1	1.14.13.131		Dimethyl-sulfide monooxygenase
AHECGBEH_03119	gene	1389	dmoA_1			
AHECGBEH_03120	CDS	1218				FMNH2-dependent monooxygenase
AHECGBEH_03120	gene	1218				
AHECGBEH_03121	CDS	1236				FMNH2-dependent monooxygenase
AHECGBEH_03121	gene	1236				
AHECGBEH_03122	CDS	1236				hypothetical protein
AHECGBEH_03122	gene	1236				
AHECGBEH_03123	CDS	933	mtlZ			fructokinase
AHECGBEH_03123	gene	933	mtlZ			
AHECGBEH_03124	CDS	1491	mtlY			xylulose kinase
AHECGBEH_03124	gene	1491	mtlY			
AHECGBEH_03125	CDS	1476	mtlD			mannitol dehydrogenase
AHECGBEH_03125	gene	1476	mtlD			
AHECGBEH_03126	CDS	1113				maltose ABC transporter ATP-binding protein
AHECGBEH_03126	gene	1113				
AHECGBEH_03127	CDS	834				binding-protein-dependent maltose/mannitol transport protein
AHECGBEH_03127	gene	834				
AHECGBEH_03128	CDS	933				binding-protein-dependent maltose/mannitol transport protein
AHECGBEH_03128	gene	933				
AHECGBEH_03129	CDS	1311				maltose/mannitol ABC transporter substrate-binding protein
AHECGBEH_03129	gene	1311				
AHECGBEH_03130	CDS	906	mtlR			transcriptional regulator MtlR
AHECGBEH_03130	gene	906	mtlR			
AHECGBEH_03131	CDS	1341				hypothetical protein
AHECGBEH_03131	gene	1341				
AHECGBEH_03132	CDS	2370				TonB-dependent receptor
AHECGBEH_03132	gene	2370				
AHECGBEH_03133	CDS	912				transcriptional regulator
AHECGBEH_03133	gene	912				
AHECGBEH_03134	CDS	1617				sulfatase
AHECGBEH_03134	gene	1617				
AHECGBEH_03135	CDS	906				transcriptional regulator
AHECGBEH_03135	gene	906				
AHECGBEH_03136	CDS	561				hypothetical protein
AHECGBEH_03136	gene	561				
AHECGBEH_03137	CDS	1068				hypothetical protein
AHECGBEH_03137	gene	1068				
AHECGBEH_03138	CDS	837				ABC transporter ATP-binding protein
AHECGBEH_03138	gene	837				
AHECGBEH_03139	CDS	1200				hypothetical protein
AHECGBEH_03139	gene	1200				
AHECGBEH_03140	CDS	765				ABC transporter permease
AHECGBEH_03140	gene	765				
AHECGBEH_03141	CDS	1410	dmoA_2	1.14.13.131		Dimethyl-sulfide monooxygenase
AHECGBEH_03141	gene	1410	dmoA_2			
AHECGBEH_03142	CDS	1236				FMNH2-dependent monooxygenase
AHECGBEH_03142	gene	1236				
AHECGBEH_03143	CDS	1260				FMNH2-dependent monooxygenase
AHECGBEH_03143	gene	1260				
AHECGBEH_03144	CDS	1626				glyceraldehyde-3-phosphate dehydrogenase
AHECGBEH_03144	gene	1626				
AHECGBEH_03145	CDS	144				hypothetical protein
AHECGBEH_03145	gene	144				
AHECGBEH_03146	CDS	1353				gluconate permease
AHECGBEH_03146	gene	1353				
AHECGBEH_03147	CDS	522				gluconokinase
AHECGBEH_03147	gene	522				
AHECGBEH_03148	CDS	1032	gntR			GntR family transcriptional regulator
AHECGBEH_03148	gene	1032	gntR			
AHECGBEH_03149	CDS	366				hypothetical protein
AHECGBEH_03149	gene	366				
AHECGBEH_03150	CDS	1299				oxidoreductase
AHECGBEH_03150	gene	1299				
AHECGBEH_03151	CDS	894				transcriptional regulator
AHECGBEH_03151	gene	894				
AHECGBEH_03152	CDS	1176	estB	3.1.1.-	COG1680	Esterase EstB
AHECGBEH_03152	gene	1176	estB			
AHECGBEH_03153	CDS	1254				major facilitator superfamily transporter
AHECGBEH_03153	gene	1254				
AHECGBEH_03154	CDS	504				hypothetical protein
AHECGBEH_03154	gene	504				
AHECGBEH_03155	CDS	633				transcriptional regulator
AHECGBEH_03155	gene	633				
AHECGBEH_03156	CDS	159				hypothetical protein
AHECGBEH_03156	gene	159				
AHECGBEH_03157	CDS	888	tauD_4	1.14.11.17		taurine dioxygenase
AHECGBEH_03157	gene	888	tauD_4			
AHECGBEH_03158	CDS	1023				hypothetical protein
AHECGBEH_03158	gene	1023				
AHECGBEH_03159	CDS	849				ABC transporter ATP-binding protein
AHECGBEH_03159	gene	849				
AHECGBEH_03160	CDS	867				ABC transporter permease
AHECGBEH_03160	gene	867				
AHECGBEH_03161	CDS	618	ambA_3			protein AmbA
AHECGBEH_03161	gene	618	ambA_3			
AHECGBEH_03162	CDS	3750	ambB			protein AmbB
AHECGBEH_03162	gene	3750	ambB			
AHECGBEH_03163	CDS	1089	ambC			protein AmbC
AHECGBEH_03163	gene	1089	ambC			
AHECGBEH_03164	CDS	1020	ambD			protein AmbD
AHECGBEH_03164	gene	1020	ambD			
AHECGBEH_03165	CDS	6375	ambE			protein AmbE
AHECGBEH_03165	gene	6375	ambE			
